Timestamp,Net_Worth
2024-10-30 18:14:19.675766,96447.1428951608
2024-10-30 18:14:19.678724,97268.34334367175
2024-10-30 18:14:19.679727,97864.66271118994
2024-10-30 18:14:19.680727,100510.94541474254
2024-10-30 18:14:19.681728,99840.33838991926
2024-10-30 18:14:19.682771,100514.9710112708
2024-10-30 18:14:19.683732,97194.04506473994
2024-10-30 18:14:19.683732,97238.22041028352
2024-10-30 18:14:19.685719,97145.86536592153
2024-10-30 18:14:19.686728,98667.78515101726
2024-10-30 18:14:19.686728,100769.95378239833
2024-10-30 18:14:19.687723,103396.17223306998
2024-10-30 18:14:19.688722,103789.70350318059
2024-10-30 18:14:19.689728,104661.0911379607
2024-10-30 18:14:19.689728,103277.70923022131
2024-10-30 18:14:19.690766,101755.78944512559
2024-10-30 18:14:19.691797,103086.96605751832
2024-10-30 18:14:19.692724,103703.37092117089
2024-10-30 18:14:19.695724,104048.71187083637
2024-10-30 18:14:19.699724,105731.25189524688
2024-10-30 18:14:19.700755,106466.1091401214
2024-10-30 18:14:19.701753,107022.27875862428
2024-10-30 18:14:19.702744,106867.68098166179
2024-10-30 18:14:19.703743,104962.26736370931
2024-10-30 18:14:19.703743,104671.12857521453
2024-10-30 18:14:19.704747,106285.41402629897
2024-10-30 18:14:19.705752,106002.30518760726
2024-10-30 18:14:19.706792,105693.10963368231
2024-10-30 18:14:19.707838,105128.91006537637
2024-10-30 18:14:19.708746,104311.7352133937
2024-10-30 18:14:19.708746,105930.02501775294
2024-10-30 18:14:19.709743,102815.91276515793
2024-10-30 18:14:19.711744,101615.24408031847
2024-10-30 18:14:19.713750,103193.38413566239
2024-10-30 18:14:19.713750,104279.6047925547
2024-10-30 18:14:19.715287,103673.24798778267
2024-10-30 18:14:19.716314,103819.81581494208
2024-10-30 18:14:19.716314,103173.30926115473
2024-10-30 18:14:19.717309,104327.79511299983
2024-10-30 18:14:19.718315,105199.18274777994
2024-10-30 18:14:19.719310,103938.27881779076
2024-10-30 18:14:19.720316,102908.27843114664
2024-10-30 18:14:19.721315,100358.35512523084
2024-10-30 18:14:19.721315,100488.86305278412
2024-10-30 18:14:19.722826,100504.92295239025
2024-10-30 18:14:19.722826,100782.00932872965
2024-10-30 18:14:19.724366,99832.30844011619
2024-10-30 18:14:19.725390,97961.03273045346
2024-10-30 18:14:19.726396,95465.32220733508
2024-10-30 18:14:19.731386,96224.27992324554
2024-10-30 18:14:19.732386,93662.31169262514
2024-10-30 18:14:19.733387,93375.19850065862
2024-10-30 18:14:19.733387,95481.39272856794
2024-10-30 18:14:19.734389,95150.10419105782
2024-10-30 18:14:19.735390,96904.92438532265
2024-10-30 18:14:19.736395,97262.31025969272
2024-10-30 18:14:19.737391,97673.91953848694
2024-10-30 18:14:19.737391,96607.7737561023
2024-10-30 18:14:19.738867,94684.28212946618
2024-10-30 18:14:19.739918,95380.99711277615
2024-10-30 18:14:19.740429,95684.18082597553
2024-10-30 18:14:19.741394,95198.28388987623
2024-10-30 18:14:19.741394,96726.22613732425
2024-10-30 18:14:19.742388,98432.86663277067
2024-10-30 18:14:19.743387,100145.52959056941
2024-10-30 18:14:19.744387,100414.57539547903
2024-10-30 18:14:19.745393,99250.04148475337
2024-10-30 18:14:19.746896,99581.33002226347
2024-10-30 18:14:19.747404,98043.35033756161
2024-10-30 18:14:19.748388,98428.85165786915
2024-10-30 18:14:19.749391,101440.57142884833
2024-10-30 18:14:19.750385,102382.231746032
2024-10-30 18:14:19.751390,101589.1467434585
2024-10-30 18:14:19.752396,102223.60837254128
2024-10-30 18:14:19.753390,102605.09471794727
2024-10-30 18:14:19.753390,104114.9695783384
2024-10-30 18:14:19.754899,104671.12857521453
2024-10-30 18:14:19.756438,104566.72860614794
2024-10-30 18:14:19.757393,103301.80970125724
2024-10-30 18:14:19.758393,105683.07219642847
2024-10-30 18:14:19.758393,105171.0779234692
2024-10-30 18:14:19.759385,104699.24402115199
2024-10-30 18:14:19.761388,104098.90967873226
2024-10-30 18:14:19.764398,104367.95548364188
2024-10-30 18:14:19.765395,104311.7352133937
2024-10-30 18:14:19.765395,102434.43704137865
2024-10-30 18:14:19.766389,103002.6409629594
2024-10-30 18:14:19.767394,102681.38986270312
2024-10-30 18:14:19.768395,103566.84053126532
2024-10-30 18:14:19.769387,105112.85016577024
2024-10-30 18:14:19.770393,108724.90427916916
2024-10-30 18:14:19.771430,108911.62185534391
2024-10-30 18:14:19.771430,109680.6170085082
2024-10-30 18:14:19.772468,109357.35842080116
2024-10-30 18:14:19.773394,109311.1755878068
2024-10-30 18:14:19.776384,107716.97563285675
2024-10-30 18:14:19.777388,108028.18929585919
2024-10-30 18:14:19.778392,106433.98934090915
2024-10-30 18:14:19.779449,106383.79153301325
2024-10-30 18:14:19.780392,104771.5241910063
2024-10-30 18:14:19.781391,104932.14443032109
2024-10-30 18:14:19.782387,105410.01141661733
2024-10-30 18:14:19.783397,105028.52507121133
2024-10-30 18:14:19.784389,103536.7175978771
2024-10-30 18:14:19.785390,103024.72332491782
2024-10-30 18:14:19.786400,104377.99292089572
2024-10-30 18:14:19.786400,105281.51097651481
2024-10-30 18:14:19.787458,103783.68104082829
2024-10-30 18:14:19.788504,103514.63523591867
2024-10-30 18:14:19.789390,100478.82561553028
2024-10-30 18:14:19.790390,101356.23571266269
2024-10-30 18:14:19.791396,102185.4661109767
2024-10-30 18:14:19.791396,102175.42867372287
2024-10-30 18:14:19.793388,102129.24584072852
2024-10-30 18:14:19.797388,102285.85110514176
