Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,2182.894287109375,2222.537109375,2181.555908203125,2218.752685546875,2196.298095703125,2710805
2022-01-04,2229.875,2271.502197265625,2218.89111328125,2268.825439453125,2245.8642578125,5423864
2022-01-05,2272.42529296875,2286.270263671875,2245.612060546875,2279.43994140625,2256.37109375,5821906
2022-01-06,2262.456787109375,2265.041259765625,2223.506103515625,2230.4287109375,2207.856201171875,7223711
2022-01-07,2243.76611328125,2268.779296875,2225.85986328125,2248.42724609375,2225.672607421875,6556057
2022-01-10,2263.1953125,2267.810302734375,2230.013427734375,2250.273193359375,2227.49951171875,4623365
2022-01-11,2248.42724609375,2284.3779296875,2247.504150390625,2266.471923828125,2243.53466796875,8102582
2022-01-12,2281.009033203125,2330.528076171875,2275.194091796875,2326.974365234375,2303.42431640625,7400221
2022-01-13,2327.113037109375,2345.34228515625,2315.25244140625,2340.0810546875,2316.398681640625,5928356
2022-01-14,2339.80419921875,2369.616943359375,2331.358642578125,2343.49609375,2319.779052734375,9965088
2022-01-17,2342.5732421875,2367.494140625,2341.650146484375,2355.725830078125,2331.885009765625,4018226
2022-01-18,2358.033447265625,2365.048095703125,2322.036376953125,2327.62060546875,2304.064208984375,3107514
2022-01-19,2335.189208984375,2346.26513671875,2315.80615234375,2327.43603515625,2303.881591796875,4877742
2022-01-20,2307.54541015625,2316.68310546875,2265.964111328125,2286.685546875,2263.54345703125,8247243
2022-01-21,2263.1953125,2309.575927734375,2263.1953125,2287.0546875,2263.908935546875,6669297
2022-01-24,2284.42431640625,2311.883544921875,2173.756591796875,2194.801025390625,2172.5888671875,10934468
2022-01-25,2168.6337890625,2204.72314453125,2127.51416015625,2190.509033203125,2168.34033203125,12255102
2022-01-27,2156.127197265625,2174.679443359375,2133.098388671875,2158.0654296875,2136.22509765625,10010215
2022-01-28,2182.894287109375,2192.954833984375,2149.112548828125,2155.98876953125,2134.169189453125,7333863
2022-01-31,2178.4638671875,2221.1064453125,2174.771728515625,2202.8310546875,2180.53759765625,6071841
